Lat,Long,Height,Epoch
37.4272805119815,-122.069972425049,2.63835111167282,1281390077.00032
37.4269737908834,-122.069787076823,69.2796609960496,1281390078.00032
37.42730033947,-122.069983235787,0.326341085135937,1281390079.00031
37.4272973787555,-122.069930840932,0.922917138785124,1281390080.00031
37.4273993828949,-122.06987754046,-24.0880248062313,1281390081.00034
37.427377393483,-122.069910836588,-15.8777945218608,1281390082.00034
37.4272862827355,-122.069970986052,0.843465534038842,1281390083.00033
37.4274022196847,-122.069881625619,-20.4889251943678,1281390084.00033
37.4273640594315,-122.069932677636,-12.843302664347,1281390085.00032
37.4273743915778,-122.069898216213,-14.2125957868993,1281390086.00032
37.4272809451134,-122.069982553821,4.43354384787381,1281390087.00031
37.4272718799889,-122.069990435826,5.6369156613946,1281390088.00035
37.4272459088742,-122.07001946395,12.4042282160372,1281390089.0003
37.4272154509346,-122.070025595756,14.9182994253933,1281390090.00033
37.4271450568118,-122.070087463876,30.8183099571615,1281390091.00033
37.4274012113211,-122.069901439884,-19.6555947419256,1281390092.00032
37.4274022173871,-122.069902811178,-19.985989256762,1281390093.00032
37.4273880041643,-122.069887583512,-15.3817974580452,1281390094.00031
37.4273860810643,-122.069888633005,-15.8202274255455,1281390095.00035
37.4273990999233,-122.069865544345,-19.1167533574626,1281390096.0003
37.4273924589752,-122.069838322864,-20.6091457689181,1281390097.00034
37.4274169823916,-122.069853920901,-23.5056491186842,1281390098.00033
37.4274015023374,-122.069847030279,-24.9663520921022,1281390099.00033
37.4273984365862,-122.069857317661,-21.1204862818122,1281390100.00032
37.4273457896257,-122.069938930065,-10.50246708747,1281390101.00031
37.4272160854389,-122.070017441087,25.1055431775749,1281390102.00031
37.4272770185725,-122.069955713796,12.0385269373655,1281390103.0003
37.4272066439582,-122.069979345597,17.7392238061875,1281390104.00034
37.4272538994496,-122.06997699569,10.0963245937601,1281390105.00033
37.4272581145032,-122.069985717521,8.99470663256943,1281390106.00033
37.4272775700789,-122.06997899055,4.91418305411935,1281390107.00032
37.4272929157278,-122.069987703372,0.227146557532251,1281390108.00032
37.4272984502812,-122.069972952065,-2.8638014011085,1281390109.00031
37.4272566461977,-122.069994908063,5.34402694739401,1281390110.00031
37.4272906705883,-122.069929245361,4.59823105670512,1281390111.00034
37.4272256463552,-122.069976823071,15.9087064387277,1281390112.0003
37.4271624117848,-122.070012176311,19.92183287628,1281390113.00033
37.4272219046173,-122.070015494557,14.6530809244141,1281390114.00032
37.4272341808008,-122.069997999547,16.7453136658296,1281390115.00032
37.4272202495275,-122.069980684519,17.6128172473982,1281390116.00031
37.4272330007163,-122.06996141841,18.0508056301624,1281390117.00031
37.4272308699301,-122.069962103778,18.034190159291,1281390118.0003
37.4272271029143,-122.069967340356,23.7080370672047,1281390119.0003
37.4272230252589,-122.069982800892,19.3480805503204,1281390120.00033
37.4272186456508,-122.070002795418,23.6827951269224,1281390121.00033
37.4272218096461,-122.069980180509,17.2710480606183,1281390122.00032
37.4272422364911,-122.069958708257,17.3452387144789,1281390123.00032
37.427221782928,-122.069963982177,19.3510755933821,1281390124.00031
37.4272346552556,-122.069966115969,19.8276179917157,1281390125.00031
37.427220764767,-122.069956014826,18.1609325380996,1281390126.0003
37.4272300643474,-122.06997049999,20.8739388445392,1281390127.00033
